vehicle_id,plate,journey_size,total_distance,total_moving,total_idle,counts,day
175,AAA0002,4,13.193,13297,3008,136,2021-10-11 11:05:55.105787
167,AAA0001,43,179.93099999999998,13651,0,6,2021-10-11 11:05:55.105787
167,AAA0001,3,5.724,7907,0,158,2021-10-11 11:05:55.105787
5603,AAA0003,2,439.376,220382,39411,3617,2021-10-11 11:05:55.105787
5596,AAA0004,11,166.926,22694,833,55,2021-10-11 11:05:55.105787
167,AAA0001,23,742.744,63325,240,49,2021-10-11 11:05:55.105787
175,AAA0002,54,277.757,23270,195,6,2021-10-11 11:05:55.105787
5596,AAA0004,5,33.16,7690,628,68,2021-10-11 11:05:55.105787
175,AAA0002,25,661.862,64798,636,45,2021-10-11 11:05:55.105787
5596,AAA0004,10,127.131,16957,956,47,2021-10-11 11:05:55.105787
175,AAA0002,60,131.402,10083,120,3,2021-10-11 11:05:55.105787
167,AAA0001,24,610.842,52527,1012,40,2021-10-11 11:05:55.105787
175,AAA0002,63,161.797,14914,0,4,2021-10-11 11:05:55.105787
5603,AAA0003,79,351.725,26229,1646,8,2021-10-11 11:05:55.105787
5603,AAA0003,153,124.306,8990,301,2,2021-10-11 11:05:55.105787
167,AAA0001,50,627.7950000000001,50419,360,20,2021-10-11 11:05:55.105787
175,AAA0002,85,45.882,5662,0,1,2021-10-11 11:05:55.105787
167,AAA0001,9,46.394,13720,724,51,2021-10-11 11:05:55.105787
167,AAA0001,7,25.081,8420,547,34,2021-10-11 11:05:55.105787
167,AAA0001,27,743.515,64112,240,38,2021-10-11 11:05:55.105787
5603,AAA0003,6,26.254,22696,16537,88,2021-10-11 11:05:55.105787
5603,AAA0003,52,77.268,5265,374,3,2021-10-11 11:05:55.105787
175,AAA0002,22,491.136,44939,241,37,2021-10-11 11:05:55.105787
5596,AAA0004,13,130.337,16905,665,33,2021-10-11 11:05:55.105787
5596,AAA0004,123,181.791,10907,0,2,2021-10-11 11:05:55.105787
175,AAA0002,3,6.555,7922,0,186,2021-10-11 11:05:55.105787
167,AAA0001,12,96.12,13461,669,27,2021-10-11 11:05:55.105787
5596,AAA0004,105,298.536,19805,3,4,2021-10-11 11:05:55.105787
167,AAA0001,19,290.58,25365,360,23,2021-10-11 11:05:55.105787
5596,AAA0004,20,263.478,22648,424,21,2021-10-11 11:05:55.105787
5596,AAA0004,75,126.321,9327,254,3,2021-10-11 11:05:55.105787
175,AAA0002,13,77.641,12400,547,23,2021-10-11 11:05:55.105787
175,AAA0002,8,26.401,8747,555,38,2021-10-11 11:05:55.105787
5596,AAA0004,58,367.793,28076,1,8,2021-10-11 11:05:55.105787
175,AAA0002,55,159.71699999999998,10948,0,3,2021-10-11 11:05:55.105787
5603,AAA0003,4,29.372,60028,70390,439,2021-10-11 11:05:55.105787
5596,AAA0004,45,470.624,31756,239,13,2021-10-11 11:05:55.105787
5603,AAA0003,96,316.524,24830,1518,8,2021-10-11 11:05:55.105787
5596,AAA0004,29,290.597,27785,256,16,2021-10-11 11:05:55.105787
5596,AAA0004,15,138.347,15297,734,25,2021-10-11 11:05:55.105787
167,AAA0001,14,112.807,15038,240,25,2021-10-11 11:05:55.105787
175,AAA0002,48,546.117,45400,662,14,2021-10-11 11:05:55.105787
5596,AAA0004,9,77.015,10409,312,35,2021-10-11 11:05:55.105787
175,AAA0002,40,431.625,32839,120,13,2021-10-11 11:05:55.105787
5603,AAA0003,10,115.569,19040,7402,46,2021-10-11 11:05:55.105787
175,AAA0002,27,754.045,58791,480,34,2021-10-11 11:05:55.105787
5596,AAA0004,12,179.445,21094,239,45,2021-10-11 11:05:55.105787
5596,AAA0004,72,419.307,26312,122,5,2021-10-11 11:05:55.105787
167,AAA0001,34,499.326,42701,0,20,2021-10-11 11:05:55.105787
167,AAA0001,4,8.419,8049,1985,73,2021-10-11 11:05:55.105787
5596,AAA0004,34,203.561,18738,456,10,2021-10-11 11:05:55.105787
5596,AAA0004,80,120.9,8560,0,2,2021-10-11 11:05:55.105787
5596,AAA0004,37,269.041,24610,120,14,2021-10-11 11:05:55.105787
5603,AAA0003,45,221.046,23288,2116,12,2021-10-11 11:05:55.105787
175,AAA0002,24,472.104,48091,424,36,2021-10-11 11:05:55.105787
5596,AAA0004,4,18.776,8247,1012,91,2021-10-11 11:05:55.105787
167,AAA0001,49,422.006,35890,240,13,2021-10-11 11:05:55.105787
175,AAA0002,21,558.9,48004,718,39,2021-10-11 11:05:55.105787
5603,AAA0003,47,162.214,16413,2009,8,2021-10-11 11:05:55.105787
5596,AAA0004,35,262.755,21478,0,11,2021-10-11 11:05:55.105787
5596,AAA0004,108,364.45799999999997,17937,255,3,2021-10-11 11:05:55.105787
175,AAA0002,5,12.219,9287,1622,69,2021-10-11 11:05:55.105787
175,AAA0002,23,471.835,42328,661,33,2021-10-11 11:05:55.105787
167,AAA0001,8,53.839999999999996,13985,266,54,2021-10-11 11:05:55.105787
175,AAA0002,12,71.58,12686,501,24,2021-10-11 11:05:55.105787
5596,AAA0004,28,404.395,30573,30,20,2021-10-11 11:05:55.105787
175,AAA0002,29,642.948,50910,575,28,2021-10-11 11:05:55.105787
167,AAA0001,32,871.565,71064,836,36,2021-10-11 11:05:55.105787
5603,AAA0003,11,80.084,9280,2282,20,2021-10-11 11:05:55.105787
175,AAA0002,30,502.12899999999996,46305,547,25,2021-10-11 11:05:55.105787
175,AAA0002,6,19.53,10185,1521,48,2021-10-11 11:05:55.105787
5596,AAA0004,88,441.635,23334,0,5,2021-10-11 11:05:55.105787
5603,AAA0003,13,111.267,18490,4958,35,2021-10-11 11:05:55.105787
5596,AAA0004,47,289.394,18544,0,7,2021-10-11 11:05:55.105787
175,AAA0002,19,245.824,26221,463,27,2021-10-11 11:05:55.105787
175,AAA0002,20,419.187,40992,755,37,2021-10-11 11:05:55.105787
167,AAA0001,30,920.162,68878,975,35,2021-10-11 11:05:55.105787
175,AAA0002,71,58.304,7703,240,2,2021-10-11 11:05:55.105787
5596,AAA0004,8,34.945,6578,240,27,2021-10-11 11:05:55.105787
167,AAA0001,26,837.61,72203,629,46,2021-10-11 11:05:55.105787
167,AAA0001,25,812.371,64329,599,41,2021-10-11 11:05:55.105787
5596,AAA0004,23,251.721,22709,611,20,2021-10-11 11:05:55.105787
167,AAA0001,10,35.346000000000004,8931,120,24,2021-10-11 11:05:55.105787
5603,AAA0003,23,118.548,11875,1324,11,2021-10-11 11:05:55.105787
5596,AAA0004,54,582.884,38458,3,12,2021-10-11 11:05:55.105787
167,AAA0001,28,738.13,59020,360,34,2021-10-11 11:05:55.105787
175,AAA0002,9,39.051,11261,775,36,2021-10-11 11:05:55.105787
167,AAA0001,44,352.564,32620,359,14,2021-10-11 11:05:55.105787
175,AAA0002,45,517.385,43221,120,15,2021-10-11 11:05:55.105787
175,AAA0002,26,599.136,52968,663,35,2021-10-11 11:05:55.105787
5603,AAA0003,21,113.084,15682,2759,19,2021-10-11 11:05:55.105787
5603,AAA0003,14,34.016,9941,3122,18,2021-10-11 11:05:55.105787
5596,AAA0004,7,35.244,7424,1152,34,2021-10-11 11:05:55.105787
5603,AAA0003,62,48.565000000000005,7920,707,3,2021-10-11 11:05:55.105787
5596,AAA0004,3,9.427,4358,0,126,2021-10-11 11:05:55.105787
175,AAA0002,49,580.177,52658,839,18,2021-10-11 11:05:55.105787
175,AAA0002,46,265.979,21792,0,7,2021-10-11 11:05:55.105787
5603,AAA0003,3,6.873,2332,359,30,2021-10-11 11:05:55.105787
175,AAA0002,7,20.755,8169,1151,35,2021-10-11 11:05:55.105787
167,AAA0001,41,237.767,23438,1199,10,2021-10-11 11:05:55.105787
5596,AAA0004,27,372.919,27941,496,19,2021-10-11 11:05:55.105787
167,AAA0001,31,696.404,53045,359,28,2021-10-11 11:05:55.105787
5596,AAA0004,14,180.153,21056,817,34,2021-10-11 11:05:55.105787
175,AAA0002,35,657.021,50468,0,21,2021-10-11 11:05:55.105787
175,AAA0002,37,696.307,56291,120,23,2021-10-11 11:05:55.105787
175,AAA0002,10,38.379,11168,2180,34,2021-10-11 11:05:55.105787
5603,AAA0003,59,273.225,18252,1766,7,2021-10-11 11:05:55.105787
175,AAA0002,11,51.849,12951,528,31,2021-10-11 11:05:55.105787
5603,AAA0003,8,33.869,13821,8522,45,2021-10-11 11:05:55.105787
5596,AAA0004,6,26.054000000000002,7526,1092,44,2021-10-11 11:05:55.105787
5596,AAA0004,83,202.886,11711,0,3,2021-10-11 11:05:55.105787
175,AAA0002,31,749.78,61652,1463,31,2021-10-11 11:05:55.105787
5596,AAA0004,17,214.744,23432,120,28,2021-10-11 11:05:55.105787
175,AAA0002,74,55.592,4708,0,1,2021-10-11 11:05:55.105787
5603,AAA0003,43,156.40800000000002,13843,1665,7,2021-10-11 11:05:55.105787
5603,AAA0003,30,45.443,7738,994,5,2021-10-11 11:05:55.105787
5596,AAA0004,25,234.505,24228,568,17,2021-10-11 11:05:55.105787
5603,AAA0003,16,78.76,15796,4008,23,2021-10-11 11:05:55.105787
5603,AAA0003,5,30.159,21211,15112,102,2021-10-11 11:05:55.105787
175,AAA0002,76,48.731,4545,0,1,2021-10-11 11:05:55.105787
5603,AAA0003,100,72.118,5434,1084,2,2021-10-11 11:05:55.105787
175,AAA0002,44,574.679,49954,719,18,2021-10-11 11:05:55.105787
175,AAA0002,43,747.3389999999999,57656,359,18,2021-10-11 11:05:55.105787
167,AAA0001,21,450.244,39116,479,32,2021-10-11 11:05:55.105787
175,AAA0002,14,114.571,15241,562,26,2021-10-11 11:05:55.105787
175,AAA0002,57,410.553,31725,120,9,2021-10-11 11:05:55.105787
5596,AAA0004,24,210.227,18568,325,15,2021-10-11 11:05:55.105787
175,AAA0002,15,219.219,26501,876,35,2021-10-11 11:05:55.105787
167,AAA0001,48,482.204,38030,246,15,2021-10-11 11:05:55.105787
5596,AAA0004,36,297.808,23594,239,11,2021-10-11 11:05:55.105787
5596,AAA0004,16,174.678,16508,121,22,2021-10-11 11:05:55.105787
175,AAA0002,78,154.316,15191,240,3,2021-10-11 11:05:55.105787
5596,AAA0004,101,169.15,10947,0,2,2021-10-11 11:05:55.105787
5603,AAA0003,44,156.941,16653,2100,8,2021-10-11 11:05:55.105787
175,AAA0002,33,438.182,37833,412,18,2021-10-11 11:05:55.105787
5603,AAA0003,22,109.267,13794,2358,15,2021-10-11 11:05:55.105787
167,AAA0001,35,751.934,58584,598,26,2021-10-11 11:05:55.105787
5596,AAA0004,18,175.814,16679,210,18,2021-10-11 11:05:55.105787
5603,AAA0003,9,78.874,20140,6897,52,2021-10-11 11:05:55.105787
175,AAA0002,17,154.572,15920,120,18,2021-10-11 11:05:55.105787
167,AAA0001,5,12.433,9251,1427,62,2021-10-11 11:05:55.105787
167,AAA0001,47,218.62400000000002,19662,120,7,2021-10-11 11:05:55.105787
5603,AAA0003,20,41.943,6072,1287,8,2021-10-11 11:05:55.105787
5596,AAA0004,51,401.105,24748,189,7,2021-10-11 11:05:55.105787
175,AAA0002,36,769.713,64760,836,28,2021-10-11 11:05:55.105787
5596,AAA0004,2,11.977,888,0,13,2021-10-11 11:05:55.105787
167,AAA0001,13,108.503,13418,0,24,2021-10-11 11:05:55.105787
5603,AAA0003,27,84.378,11516,2252,12,2021-10-11 11:05:55.105787
167,AAA0001,11,60.291,9985,220,22,2021-10-11 11:05:55.105787
5596,AAA0004,71,143.437,12182,0,3,2021-10-11 11:05:55.105787
167,AAA0001,17,139.18,17245,120,20,2021-10-11 11:05:55.105787
167,AAA0001,18,214.091,19134,120,22,2021-10-11 11:05:55.105787
175,AAA0002,53,222.789,17316,452,5,2021-10-11 11:05:55.105787
5596,AAA0004,59,303.009,21570,654,6,2021-10-11 11:05:55.105787
5603,AAA0003,35,229.665,22574,2787,17,2021-10-11 11:05:55.105787
167,AAA0001,53,474.49,33989,239,11,2021-10-11 11:05:55.105787
167,AAA0001,40,346.608,31847,542,15,2021-10-11 11:05:55.105787
5596,AAA0004,49,220.659,16797,1,6,2021-10-11 11:05:55.105787
175,AAA0002,18,131.862,12893,428,13,2021-10-11 11:05:55.105787
167,AAA0001,51,280.449,21583,0,9,2021-10-11 11:05:55.105787
167,AAA0001,15,145.149,20043,119,30,2021-10-11 11:05:55.105787
5603,AAA0003,7,28.63,16701,7275,48,2021-10-11 11:05:55.105787
5596,AAA0004,30,206.612,20371,121,12,2021-10-11 11:05:55.105787
167,AAA0001,29,820.838,68617,708,38,2021-10-11 11:05:55.105787
5603,AAA0003,18,102.854,12915,2784,16,2021-10-11 11:05:55.105787
167,AAA0001,52,210.518,16595,0,7,2021-10-11 11:05:55.105787
5603,AAA0003,39,138.34199999999998,15742,1614,9,2021-10-11 11:05:55.105787
175,AAA0002,38,1017.452,79994,360,32,2021-10-11 11:05:55.105787
175,AAA0002,32,576.008,49581,120,24,2021-10-11 11:05:55.105787
5603,AAA0003,208,77.696,5137,190,1,2021-10-11 11:05:55.105787
5603,AAA0003,114,112.91399999999999,7812,604,2,2021-10-11 11:05:55.105787
175,AAA0002,58,230.57299999999998,18519,438,5,2021-10-11 11:05:55.105787
5603,AAA0003,37,105.119,12023,878,8,2021-10-11 11:05:55.105787
5603,AAA0003,25,39.189,7033,1149,7,2021-10-11 11:05:55.105787
5596,AAA0004,73,343.919,22245,119,5,2021-10-11 11:05:55.105787
5596,AAA0004,151,161.492,9110,0,1,2021-10-11 11:05:55.105787
175,AAA0002,34,695.574,60197,670,27,2021-10-11 11:05:55.105787
175,AAA0002,51,346.226,28493,240,8,2021-10-11 11:05:55.105787
5596,AAA0004,112,52.937,4470,0,1,2021-10-11 11:05:55.105787
175,AAA0002,16,148.451,18208,884,24,2021-10-11 11:05:55.105787
5596,AAA0004,55,410.194,28111,0,8,2021-10-11 11:05:55.105787
167,AAA0001,37,491.222,39904,1,17,2021-10-11 11:05:55.105787
167,AAA0001,16,152.464,19474,361,24,2021-10-11 11:05:55.105787
5596,AAA0004,38,175.767,12443,0,6,2021-10-11 11:05:55.105787
5596,AAA0004,21,195.571,21904,1060,21,2021-10-11 11:05:55.105787
167,AAA0001,20,394.957,35199,1021,30,2021-10-11 11:05:55.105787
167,AAA0001,22,532.062,45364,959,39,2021-10-11 11:05:55.105787
5596,AAA0004,143,370.818,19558,119,2,2021-10-11 11:05:55.105787
167,AAA0001,6,7.531000000000001,5254,1163,27,2021-10-11 11:05:55.105787
5603,AAA0003,50,240.59699999999998,21311,1794,8,2021-10-11 11:05:55.105787
5603,AAA0003,19,71.466,13797,3580,19,2021-10-11 11:05:55.105787
167,AAA0001,33,612.073,50653,120,25,2021-10-11 11:05:55.105787
175,AAA0002,66,213.67600000000002,19279,120,5,2021-10-11 11:05:55.105787
167,AAA0001,38,263.767,20753,194,8,2021-10-11 11:05:55.105787
5596,AAA0004,50,335.811,21308,198,8,2021-10-11 11:05:55.105787
5596,AAA0004,91,320.527,17856,0,4,2021-10-11 11:05:55.105787
5596,AAA0004,22,221.413,21839,616,20,2021-10-11 11:05:55.105787
5596,AAA0004,62,236.595,16695,120,5,2021-10-11 11:05:55.105787
175,AAA0002,39,405.982,35642,0,14,2021-10-11 11:05:55.105787
5603,AAA0003,15,56.272000000000006,7628,1607,13,2021-10-11 11:05:55.105787
5603,AAA0003,75,31.031,1563,0,1,2021-10-11 11:05:55.105787
175,AAA0002,28,885.507,72362,988,42,2021-10-11 11:05:55.105787
5603,AAA0003,137,48.214,3317,303,1,2021-10-11 11:05:55.105787
167,AAA0001,46,275.198,25776,0,12,2021-10-11 11:05:55.105787
5596,AAA0004,172,281.063,13298,0,1,2021-10-11 11:05:55.105787
175,AAA0002,83,103.44200000000001,9738,0,2,2021-10-11 11:05:55.105787
175,AAA0002,42,459.62399999999997,36477,240,13,2021-10-11 11:05:55.105787
5596,AAA0004,86,282.08,16260,0,3,2021-10-11 11:05:55.105787
167,AAA0001,54,101.526,8353,0,3,2021-10-11 11:05:55.105787
5596,AAA0004,81,303.493,18360,208,4,2021-10-11 11:05:55.105787
5596,AAA0004,184,281.951,14305,0,1,2021-10-11 11:05:55.105787
5596,AAA0004,115,329.975,21232,240,3,2021-10-11 11:05:55.105787
5603,AAA0003,36,129.166,10102,933,6,2021-10-11 11:05:55.105787
5603,AAA0003,28,98.25,13346,2350,12,2021-10-11 11:05:55.105787
5603,AAA0003,40,85.408,5835,302,3,2021-10-11 11:05:55.105787
5603,AAA0003,58,144.94,10773,896,5,2021-10-11 11:05:55.105787
5603,AAA0003,32,178.607,23019,2896,16,2021-10-11 11:05:55.105787
5603,AAA0003,299,83.536,7359,360,1,2021-10-11 11:05:55.105787
5596,AAA0004,48,299.983,19198,119,6,2021-10-11 11:05:55.105787
5596,AAA0004,42,309.32,22203,618,10,2021-10-11 11:05:55.105787
5603,AAA0003,225,80.7,5502,187,1,2021-10-11 11:05:55.105787
5603,AAA0003,48,240.163,16578,604,6,2021-10-11 11:05:55.105787
167,AAA0001,42,364.033,33587,241,15,2021-10-11 11:05:55.105787
5596,AAA0004,79,346.082,21714,0,5,2021-10-11 11:05:55.105787
175,AAA0002,79,64.897,4782,0,1,2021-10-11 11:05:55.105787
5596,AAA0004,63,274.473,15652,0,4,2021-10-11 11:05:55.105787
5596,AAA0004,140,206.457,10185,0,1,2021-10-11 11:05:55.105787
5603,AAA0003,29,83.513,12315,1039,9,2021-10-11 11:05:55.105787
5596,AAA0004,78,103.061,7458,0,2,2021-10-11 11:05:55.105787
167,AAA0001,59,42.72,3088,0,1,2021-10-11 11:05:55.105787
5603,AAA0003,54,119.81899999999999,14911,1141,7,2021-10-11 11:05:55.105787
167,AAA0001,71,17.167,3072,0,1,2021-10-11 11:05:55.105787
175,AAA0002,50,428.059,33055,240,10,2021-10-11 11:05:55.105787
5603,AAA0003,31,210.26500000000001,22883,2355,16,2021-10-11 11:05:55.105787
5596,AAA0004,44,289.471,21150,0,7,2021-10-11 11:05:55.105787
167,AAA0001,36,338.254,24630,120,11,2021-10-11 11:05:55.105787
167,AAA0001,63,29.874,2962,120,1,2021-10-11 11:05:55.105787
5596,AAA0004,202,287.558,14139,0,1,2021-10-11 11:05:55.105787
5596,AAA0004,69,84.618,7079,345,2,2021-10-11 11:05:55.105787
5596,AAA0004,106,294.212,16970,120,3,2021-10-11 11:05:55.105787
5596,AAA0004,103,252.429,15781,0,2,2021-10-11 11:05:55.105787
5596,AAA0004,74,140.948,9818,0,3,2021-10-11 11:05:55.105787
5596,AAA0004,32,199.84199999999998,13099,0,8,2021-10-11 11:05:55.105787
5596,AAA0004,68,112.458,7738,0,2,2021-10-11 11:05:55.105787
5596,AAA0004,104,203.588,9072,0,1,2021-10-11 11:05:55.105787
5596,AAA0004,89,55.627,4549,0,1,2021-10-11 11:05:55.105787
5596,AAA0004,110,84.866,4815,0,1,2021-10-11 11:05:55.105787
5596,AAA0004,40,214.533,12910,119,5,2021-10-11 11:05:55.105787
5596,AAA0004,141,206.263,10585,0,1,2021-10-11 11:05:55.105787
5596,AAA0004,87,254.029,14693,0,3,2021-10-11 11:05:55.105787
5596,AAA0004,125,188.757,9686,0,1,2021-10-11 11:05:55.105787
5596,AAA0004,56,364.914,21796,1,6,2021-10-11 11:05:55.105787
5596,AAA0004,41,215.388,16609,217,7,2021-10-11 11:05:55.105787
5603,AAA0003,41,113.929,11188,959,8,2021-10-11 11:05:55.105787
5596,AAA0004,19,94.239,11579,120,13,2021-10-11 11:05:55.105787
5603,AAA0003,60,236.35899999999998,19562,1044,7,2021-10-11 11:05:55.105787
5596,AAA0004,76,235.738,14581,0,3,2021-10-11 11:05:55.105787
5596,AAA0004,155,159.41,8350,0,1,2021-10-11 11:05:55.105787
5603,AAA0003,145,56.662,4040,195,1,2021-10-11 11:05:55.105787
5603,AAA0003,57,116.095,8811,438,3,2021-10-11 11:05:55.105787
167,AAA0001,45,218.347,17684,0,8,2021-10-11 11:05:55.105787
175,AAA0002,69,128.636,9177,240,2,2021-10-11 11:05:55.105787
5603,AAA0003,55,108.00299999999999,9252,390,4,2021-10-11 11:05:55.105787
167,AAA0001,39,285.125,22059,355,9,2021-10-11 11:05:55.105787
5596,AAA0004,136,161.735,9374,0,1,2021-10-11 11:05:55.105787
5596,AAA0004,43,181.351,15230,302,6,2021-10-11 11:05:55.105787
5596,AAA0004,66,471.017,30001,0,7,2021-10-11 11:05:55.105787
5596,AAA0004,133,196.689,10232,12,1,2021-10-11 11:05:55.105787
167,AAA0001,55,198.549,14219,119,5,2021-10-11 11:05:55.105787
5596,AAA0004,132,123.223,8490,0,1,2021-10-11 11:05:55.105787
5603,AAA0003,165,29.927,3634,291,1,2021-10-11 11:05:55.105787
5603,AAA0003,66,26.731,1869,185,1,2021-10-11 11:05:55.105787
5603,AAA0003,17,63.992,12432,3321,17,2021-10-11 11:05:55.105787
5603,AAA0003,56,259.381,16142,1385,6,2021-10-11 11:05:55.105787
5603,AAA0003,102,74.458,4033,0,1,2021-10-11 11:05:55.105787
5596,AAA0004,113,307.92,17762,307,3,2021-10-11 11:05:55.105787
5596,AAA0004,181,845.254,40424,0,3,2021-10-11 11:05:55.105787
5603,AAA0003,26,113.451,13916,769,14,2021-10-11 11:05:55.105787
5603,AAA0003,73,76.934,5704,302,2,2021-10-11 11:05:55.105787
5596,AAA0004,146,184.904,9703,0,1,2021-10-11 11:05:55.105787
175,AAA0002,59,297.961,22467,0,5,2021-10-11 11:05:55.105787
5603,AAA0003,65,115.019,8494,768,4,2021-10-11 11:05:55.105787
5603,AAA0003,97,39.144,3180,0,1,2021-10-11 11:05:55.105787
5596,AAA0004,31,305.451,23523,224,15,2021-10-11 11:05:55.105787
5603,AAA0003,218,84.75,4959,119,1,2021-10-11 11:05:55.105787
175,AAA0002,91,93.294,10184,0,2,2021-10-11 11:05:55.105787
5596,AAA0004,65,45.299,2919,0,1,2021-10-11 11:05:55.105787
5603,AAA0003,118,129.954,9447,120,2,2021-10-11 11:05:55.105787
5596,AAA0004,64,350.01,20457,0,5,2021-10-11 11:05:55.105787
5603,AAA0003,42,158.296,17025,1492,11,2021-10-11 11:05:55.105787
5596,AAA0004,157,218.249,11801,0,1,2021-10-11 11:05:55.105787
175,AAA0002,41,383.359,30759,209,10,2021-10-11 11:05:55.105787
5596,AAA0004,67,388.22299999999996,22875,335,5,2021-10-11 11:05:55.105787
5596,AAA0004,61,104.518,9516,240,3,2021-10-11 11:05:55.105787
5603,AAA0003,88,143.882,10286,420,2,2021-10-11 11:05:55.105787
5603,AAA0003,34,31.075,5395,875,3,2021-10-11 11:05:55.105787
5603,AAA0003,101,118.617,8652,120,2,2021-10-11 11:05:55.105787
5603,AAA0003,117,141.67700000000002,10190,606,3,2021-10-11 11:05:55.105787
5596,AAA0004,107,239.10500000000002,16006,120,3,2021-10-11 11:05:55.105787
5603,AAA0003,51,197.64100000000002,17225,1148,9,2021-10-11 11:05:55.105787
5603,AAA0003,86,46.716,3186,0,1,2021-10-11 11:05:55.105787
5603,AAA0003,64,76.322,5889,342,2,2021-10-11 11:05:55.105787
175,AAA0002,52,118.245,8692,314,2,2021-10-11 11:05:55.105787
5596,AAA0004,26,185.62,16686,546,13,2021-10-11 11:05:55.105787
5596,AAA0004,92,516.417,28383,120,5,2021-10-11 11:05:55.105787
5603,AAA0003,175,138.416,8216,199,1,2021-10-11 11:05:55.105787
5603,AAA0003,12,48.903999999999996,11703,3126,24,2021-10-11 11:05:55.105787
5596,AAA0004,53,301.48699999999997,18306,0,5,2021-10-11 11:05:55.105787
5603,AAA0003,46,155.773,11197,698,5,2021-10-11 11:05:55.105787
5596,AAA0004,131,202.622,11979,0,1,2021-10-11 11:05:55.105787
5596,AAA0004,39,203.764,16367,347,8,2021-10-11 11:05:55.105787
5603,AAA0003,176,80.175,6022,202,1,2021-10-11 11:05:55.105787
5603,AAA0003,122,101.35,7700,489,2,2021-10-11 11:05:55.105787
175,AAA0002,64,122.02099999999999,8282,120,2,2021-10-11 11:05:55.105787
175,AAA0002,62,43.333,3733,0,1,2021-10-11 11:05:55.105787
175,AAA0002,56,334.548,27908,120,7,2021-10-11 11:05:55.105787
5603,AAA0003,140,83.922,6671,239,2,2021-10-11 11:05:55.105787
5603,AAA0003,186,180.018,15278,502,3,2021-10-11 11:05:55.105787
5596,AAA0004,94,208.27100000000002,14292,0,3,2021-10-11 11:05:55.105787
5603,AAA0003,227,82.583,6183,184,1,2021-10-11 11:05:55.105787
5596,AAA0004,77,496.47,32039,0,6,2021-10-11 11:05:55.105787
167,AAA0001,61,45.279,4316,120,1,2021-10-11 11:05:55.105787
5603,AAA0003,77,23.803,2134,240,1,2021-10-11 11:05:55.105787
5603,AAA0003,106,146.52100000000002,9022,0,2,2021-10-11 11:05:55.105787
5596,AAA0004,150,113.272,7398,0,1,2021-10-11 11:05:55.105787
5603,AAA0003,72,76.298,6368,0,2,2021-10-11 11:05:55.105787
5603,AAA0003,130,42.621,3586,360,1,2021-10-11 11:05:55.105787
5603,AAA0003,61,97.12299999999999,6656,389,2,2021-10-11 11:05:55.105787
5603,AAA0003,84,33.713,2269,0,1,2021-10-11 11:05:55.105787
167,AAA0001,68,45.992,3707,0,1,2021-10-11 11:05:55.105787
5603,AAA0003,198,71.917,6373,0,1,2021-10-11 11:05:55.105787
5596,AAA0004,102,466.515,26395,2,4,2021-10-11 11:05:55.105787
5603,AAA0003,67,226.522,21889,1710,7,2021-10-11 11:05:55.105787
